id	name	type	parentshortcut	opshortcut	path	relPath	parentPath	wirePath	depth	tags	isCOMP	nodeX	nodeY	nodeWidth	nodeHeight	dockId	recursiveChildren
22555	limit	tableDAT			/local/time/limit	local/time/limit			3		0	-535	345	130	90	-1	0
22557	time1	timelineCHOP			/local/time/time1	local/time/time1			3		0	-1135	835	130	90	-1	0
22561	ableton	selectDAT			/local/time/ableton	local/time/ableton			3		0	-579	1021	122	78	-1	0
22562	getscrub	selectCHOP			/local/time/getscrub	local/time/getscrub			3		0	-185	645	130	90	-1	0
22565	get_state	constantCHOP			/local/time/get_state	local/time/get_state			3		0	-535	715	130	90	-1	0
22569	set_state	tableDAT			/local/time/set_state	local/time/set_state			3		0	-575	1165	130	90	-1	0
22571	properties	tableDAT			/local/time/properties	local/time/properties			3		0	-535	245	130	90	-1	0
22573	forcecook_override	parameterexecuteDAT			/local/time/forcecook_override	local/time/forcecook_override			3		0	-535	145	130	90	-1	0
9855	shortcuts	fileinDAT			/local/shortcuts	local/shortcuts			2		0	390	45	130	90	-1	0
9857	master_beat	beatCHOP			/local/master_beat	local/master_beat			2		0	115	-80	130	90	-1	0
9858	set_variables	tableDAT			/local/set_variables	local/set_variables			2		0	90	45	130	90	-1	0
9845	chopto1	choptoDAT			/chopto1	chopto1			1		0	65	45	130	90	-1	0
9844	opfind1	opfindDAT			/opfind1	opfind1			1		0	265	20	130	90	-1	0
9843	perform	windowCOMP			/perform	perform	/		1		1	-120	105	160	130	-1	0
9343	project2	containerCOMP	Project		/project2	project2	/	project2	1		1	400	222	400	244	-1	499
9344	osc_in1	oscinDAT			/project2/osc_in1	project2/osc_in1			2		0	-560	145	130	90	-1	0
9345	osc_out1	oscoutDAT			/project2/osc_out1	project2/osc_out1			2		0	390	245	130	90	-1	0
9346	elec_tags	tableDAT			/project2/elec_tags	project2/elec_tags			2		0	-285	-705	130	90	-1	0
9347	elec_horas	tableDAT			/project2/elec_horas	project2/elec_horas			2		0	-285	145	130	90	-1	0
9348	boton_tags_0	buttonCOMP			/project2/boton_tags_0	project2/boton_tags_0	/project2	boton_tags_0	2		1	-70	-658	160	134	-1	5
9350	par1	parameterCHOP			/project2/boton_tags_0/par1	project2/boton_tags_0/par1			3		0	130	220	130	90	-1	0
9351	text	textCOMP			/project2/boton_tags_0/text	project2/boton_tags_0/text	/project2/boton_tags_0	text	3		1	130	74	113	96	-1	0
9352	parexec1	parameterexecuteDAT			/project2/boton_tags_0/parexec1	project2/boton_tags_0/parexec1			3		0	130	-50	128	66	-1	0
9353	panelexec1	panelexecuteDAT			/project2/boton_tags_0/panelexec1	project2/boton_tags_0/panelexec1			3		0	310	-50	126	62	-1	0
9354	elec_colores	tableDAT			/project2/elec_colores	project2/elec_colores			2		0	-285	-405	130	90	-1	0
9355	boton_horas_0	buttonCOMP			/project2/boton_horas_0	project2/boton_horas_0	/project2	boton_horas_0	2		1	-70	242	160	134	-1	5
9357	par1	parameterCHOP			/project2/boton_horas_0/par1	project2/boton_horas_0/par1			3		0	130	220	130	90	-1	0
9358	text	textCOMP			/project2/boton_horas_0/text	project2/boton_horas_0/text	/project2/boton_horas_0	text	3		1	130	74	113	96	-1	0
9359	parexec1	parameterexecuteDAT			/project2/boton_horas_0/parexec1	project2/boton_horas_0/parexec1			3		0	130	-50	128	66	-1	0
9360	panelexec1	panelexecuteDAT			/project2/boton_horas_0/panelexec1	project2/boton_horas_0/panelexec1			3		0	310	-50	126	62	-1	0
9361	boton_colores_0	buttonCOMP			/project2/boton_colores_0	project2/boton_colores_0	/project2	boton_colores_0	2		1	-70	-358	160	134	-1	5
9363	par1	parameterCHOP			/project2/boton_colores_0/par1	project2/boton_colores_0/par1			3		0	130	220	130	90	-1	0
9364	text	textCOMP			/project2/boton_colores_0/text	project2/boton_colores_0/text	/project2/boton_colores_0	text	3		1	130	74	113	96	-1	0
9365	parexec1	parameterexecuteDAT			/project2/boton_colores_0/parexec1	project2/boton_colores_0/parexec1			3		0	130	-50	128	66	-1	0
9366	panelexec1	panelexecuteDAT			/project2/boton_colores_0/panelexec1	project2/boton_colores_0/panelexec1			3		0	310	-50	126	62	-1	0
9367	elec_municipios	tableDAT			/project2/elec_municipios	project2/elec_municipios			2		0	-285	-130	130	90	-1	0
9368	osc_in1_callbacks	textDAT			/project2/osc_in1_callbacks	project2/osc_in1_callbacks			2		0	-560	20	130	90	9344	0
9369	boton_municipios_0	buttonCOMP			/project2/boton_municipios_0	project2/boton_municipios_0	/project2	boton_municipios_0	2		1	-70	-58	160	134	-1	5
9371	par1	parameterCHOP			/project2/boton_municipios_0/par1	project2/boton_municipios_0/par1			3		0	130	220	130	90	-1	0
9372	text	textCOMP			/project2/boton_municipios_0/text	project2/boton_municipios_0/text	/project2/boton_municipios_0	text	3		1	130	74	113	96	-1	0
9373	parexec1	parameterexecuteDAT			/project2/boton_municipios_0/parexec1	project2/boton_municipios_0/parexec1			3		0	130	-50	128	66	-1	0
9374	panelexec1	panelexecuteDAT			/project2/boton_municipios_0/panelexec1	project2/boton_municipios_0/panelexec1			3		0	310	-50	126	62	-1	0
9375	elec_horas_container	containerCOMP			/project2/elec_horas_container	project2/elec_horas_container	/project2	elec_horas_container	2		1	-70	104	160	109	-1	146
9376	replicator1	replicatorCOMP			/project2/elec_horas_container/replicator1	project2/elec_horas_container/replicator1	/project2/elec_horas_container		3		1	505	115	160	130	-1	0
9377	boton_horas_1	buttonCOMP			/project2/elec_horas_container/boton_horas_1	project2/elec_horas_container/boton_horas_1	/project2/elec_horas_container	boton_horas_1	3		1	505	-217	160	134	-1	5
9379	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_1/par1	project2/elec_horas_container/boton_horas_1/par1			4		0	130	220	130	90	-1	0
9380	text	textCOMP			/project2/elec_horas_container/boton_horas_1/text	project2/elec_horas_container/boton_horas_1/text	/project2/elec_horas_container/boton_horas_1	text	4		1	130	74	113	96	-1	0
9381	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_1/parexec1	project2/elec_horas_container/boton_horas_1/parexec1			4		0	130	-50	128	66	-1	0
9382	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_1/panelexec1	project2/elec_horas_container/boton_horas_1/panelexec1			4		0	310	-50	126	62	-1	0
9383	boton_horas_2	buttonCOMP			/project2/elec_horas_container/boton_horas_2	project2/elec_horas_container/boton_horas_2	/project2/elec_horas_container	boton_horas_2	3		1	755	-217	160	134	-1	5
9385	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_2/par1	project2/elec_horas_container/boton_horas_2/par1			4		0	130	220	130	90	-1	0
9386	text	textCOMP			/project2/elec_horas_container/boton_horas_2/text	project2/elec_horas_container/boton_horas_2/text	/project2/elec_horas_container/boton_horas_2	text	4		1	130	74	113	96	-1	0
9387	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_2/parexec1	project2/elec_horas_container/boton_horas_2/parexec1			4		0	130	-50	128	66	-1	0
9388	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_2/panelexec1	project2/elec_horas_container/boton_horas_2/panelexec1			4		0	310	-50	126	62	-1	0
9389	boton_horas_3	buttonCOMP			/project2/elec_horas_container/boton_horas_3	project2/elec_horas_container/boton_horas_3	/project2/elec_horas_container	boton_horas_3	3		1	1005	-217	160	134	-1	5
9391	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_3/par1	project2/elec_horas_container/boton_horas_3/par1			4		0	130	220	130	90	-1	0
9392	text	textCOMP			/project2/elec_horas_container/boton_horas_3/text	project2/elec_horas_container/boton_horas_3/text	/project2/elec_horas_container/boton_horas_3	text	4		1	130	74	113	96	-1	0
9393	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_3/parexec1	project2/elec_horas_container/boton_horas_3/parexec1			4		0	130	-50	128	66	-1	0
9394	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_3/panelexec1	project2/elec_horas_container/boton_horas_3/panelexec1			4		0	310	-50	126	62	-1	0
9395	boton_horas_4	buttonCOMP			/project2/elec_horas_container/boton_horas_4	project2/elec_horas_container/boton_horas_4	/project2/elec_horas_container	boton_horas_4	3		1	1255	-217	160	134	-1	5
9397	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_4/par1	project2/elec_horas_container/boton_horas_4/par1			4		0	130	220	130	90	-1	0
9398	text	textCOMP			/project2/elec_horas_container/boton_horas_4/text	project2/elec_horas_container/boton_horas_4/text	/project2/elec_horas_container/boton_horas_4	text	4		1	130	74	113	96	-1	0
9399	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_4/parexec1	project2/elec_horas_container/boton_horas_4/parexec1			4		0	130	-50	128	66	-1	0
9400	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_4/panelexec1	project2/elec_horas_container/boton_horas_4/panelexec1			4		0	310	-50	126	62	-1	0
9401	boton_horas_5	buttonCOMP			/project2/elec_horas_container/boton_horas_5	project2/elec_horas_container/boton_horas_5	/project2/elec_horas_container	boton_horas_5	3		1	1505	-217	160	134	-1	5
9403	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_5/par1	project2/elec_horas_container/boton_horas_5/par1			4		0	130	220	130	90	-1	0
9404	text	textCOMP			/project2/elec_horas_container/boton_horas_5/text	project2/elec_horas_container/boton_horas_5/text	/project2/elec_horas_container/boton_horas_5	text	4		1	130	74	113	96	-1	0
9405	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_5/parexec1	project2/elec_horas_container/boton_horas_5/parexec1			4		0	130	-50	128	66	-1	0
9406	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_5/panelexec1	project2/elec_horas_container/boton_horas_5/panelexec1			4		0	310	-50	126	62	-1	0
9407	boton_horas_6	buttonCOMP			/project2/elec_horas_container/boton_horas_6	project2/elec_horas_container/boton_horas_6	/project2/elec_horas_container	boton_horas_6	3		1	505	-442	160	134	-1	5
9409	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_6/par1	project2/elec_horas_container/boton_horas_6/par1			4		0	130	220	130	90	-1	0
9410	text	textCOMP			/project2/elec_horas_container/boton_horas_6/text	project2/elec_horas_container/boton_horas_6/text	/project2/elec_horas_container/boton_horas_6	text	4		1	130	74	113	96	-1	0
9411	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_6/parexec1	project2/elec_horas_container/boton_horas_6/parexec1			4		0	130	-50	128	66	-1	0
9412	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_6/panelexec1	project2/elec_horas_container/boton_horas_6/panelexec1			4		0	310	-50	126	62	-1	0
9413	boton_horas_7	buttonCOMP			/project2/elec_horas_container/boton_horas_7	project2/elec_horas_container/boton_horas_7	/project2/elec_horas_container	boton_horas_7	3		1	755	-442	160	134	-1	5
9415	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_7/par1	project2/elec_horas_container/boton_horas_7/par1			4		0	130	220	130	90	-1	0
9416	text	textCOMP			/project2/elec_horas_container/boton_horas_7/text	project2/elec_horas_container/boton_horas_7/text	/project2/elec_horas_container/boton_horas_7	text	4		1	130	74	113	96	-1	0
9417	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_7/parexec1	project2/elec_horas_container/boton_horas_7/parexec1			4		0	130	-50	128	66	-1	0
9418	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_7/panelexec1	project2/elec_horas_container/boton_horas_7/panelexec1			4		0	310	-50	126	62	-1	0
9419	boton_horas_8	buttonCOMP			/project2/elec_horas_container/boton_horas_8	project2/elec_horas_container/boton_horas_8	/project2/elec_horas_container	boton_horas_8	3		1	1005	-442	160	134	-1	5
9421	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_8/par1	project2/elec_horas_container/boton_horas_8/par1			4		0	130	220	130	90	-1	0
9422	text	textCOMP			/project2/elec_horas_container/boton_horas_8/text	project2/elec_horas_container/boton_horas_8/text	/project2/elec_horas_container/boton_horas_8	text	4		1	130	74	113	96	-1	0
9423	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_8/parexec1	project2/elec_horas_container/boton_horas_8/parexec1			4		0	130	-50	128	66	-1	0
9424	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_8/panelexec1	project2/elec_horas_container/boton_horas_8/panelexec1			4		0	310	-50	126	62	-1	0
9425	boton_horas_9	buttonCOMP			/project2/elec_horas_container/boton_horas_9	project2/elec_horas_container/boton_horas_9	/project2/elec_horas_container	boton_horas_9	3		1	1255	-442	160	134	-1	5
9427	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_9/par1	project2/elec_horas_container/boton_horas_9/par1			4		0	130	220	130	90	-1	0
9428	text	textCOMP			/project2/elec_horas_container/boton_horas_9/text	project2/elec_horas_container/boton_horas_9/text	/project2/elec_horas_container/boton_horas_9	text	4		1	130	74	113	96	-1	0
9429	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_9/parexec1	project2/elec_horas_container/boton_horas_9/parexec1			4		0	130	-50	128	66	-1	0
9430	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_9/panelexec1	project2/elec_horas_container/boton_horas_9/panelexec1			4		0	310	-50	126	62	-1	0
9431	boton_horas_10	buttonCOMP			/project2/elec_horas_container/boton_horas_10	project2/elec_horas_container/boton_horas_10	/project2/elec_horas_container	boton_horas_10	3		1	1505	-442	160	134	-1	5
9433	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_10/par1	project2/elec_horas_container/boton_horas_10/par1			4		0	130	220	130	90	-1	0
9434	text	textCOMP			/project2/elec_horas_container/boton_horas_10/text	project2/elec_horas_container/boton_horas_10/text	/project2/elec_horas_container/boton_horas_10	text	4		1	130	74	113	96	-1	0
9435	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_10/parexec1	project2/elec_horas_container/boton_horas_10/parexec1			4		0	130	-50	128	66	-1	0
9436	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_10/panelexec1	project2/elec_horas_container/boton_horas_10/panelexec1			4		0	310	-50	126	62	-1	0
9437	boton_horas_11	buttonCOMP			/project2/elec_horas_container/boton_horas_11	project2/elec_horas_container/boton_horas_11	/project2/elec_horas_container	boton_horas_11	3		1	505	-667	160	134	-1	5
9439	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_11/par1	project2/elec_horas_container/boton_horas_11/par1			4		0	130	220	130	90	-1	0
9440	text	textCOMP			/project2/elec_horas_container/boton_horas_11/text	project2/elec_horas_container/boton_horas_11/text	/project2/elec_horas_container/boton_horas_11	text	4		1	130	74	113	96	-1	0
9441	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_11/parexec1	project2/elec_horas_container/boton_horas_11/parexec1			4		0	130	-50	128	66	-1	0
9442	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_11/panelexec1	project2/elec_horas_container/boton_horas_11/panelexec1			4		0	310	-50	126	62	-1	0
9443	boton_horas_12	buttonCOMP			/project2/elec_horas_container/boton_horas_12	project2/elec_horas_container/boton_horas_12	/project2/elec_horas_container	boton_horas_12	3		1	755	-667	160	134	-1	5
9445	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_12/par1	project2/elec_horas_container/boton_horas_12/par1			4		0	130	220	130	90	-1	0
9446	text	textCOMP			/project2/elec_horas_container/boton_horas_12/text	project2/elec_horas_container/boton_horas_12/text	/project2/elec_horas_container/boton_horas_12	text	4		1	130	74	113	96	-1	0
9447	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_12/parexec1	project2/elec_horas_container/boton_horas_12/parexec1			4		0	130	-50	128	66	-1	0
9448	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_12/panelexec1	project2/elec_horas_container/boton_horas_12/panelexec1			4		0	310	-50	126	62	-1	0
9449	boton_horas_13	buttonCOMP			/project2/elec_horas_container/boton_horas_13	project2/elec_horas_container/boton_horas_13	/project2/elec_horas_container	boton_horas_13	3		1	1005	-667	160	134	-1	5
9451	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_13/par1	project2/elec_horas_container/boton_horas_13/par1			4		0	130	220	130	90	-1	0
9452	text	textCOMP			/project2/elec_horas_container/boton_horas_13/text	project2/elec_horas_container/boton_horas_13/text	/project2/elec_horas_container/boton_horas_13	text	4		1	130	74	113	96	-1	0
9453	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_13/parexec1	project2/elec_horas_container/boton_horas_13/parexec1			4		0	130	-50	128	66	-1	0
9454	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_13/panelexec1	project2/elec_horas_container/boton_horas_13/panelexec1			4		0	310	-50	126	62	-1	0
9455	boton_horas_14	buttonCOMP			/project2/elec_horas_container/boton_horas_14	project2/elec_horas_container/boton_horas_14	/project2/elec_horas_container	boton_horas_14	3		1	1255	-667	160	134	-1	5
9457	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_14/par1	project2/elec_horas_container/boton_horas_14/par1			4		0	130	220	130	90	-1	0
9458	text	textCOMP			/project2/elec_horas_container/boton_horas_14/text	project2/elec_horas_container/boton_horas_14/text	/project2/elec_horas_container/boton_horas_14	text	4		1	130	74	113	96	-1	0
9459	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_14/parexec1	project2/elec_horas_container/boton_horas_14/parexec1			4		0	130	-50	128	66	-1	0
9460	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_14/panelexec1	project2/elec_horas_container/boton_horas_14/panelexec1			4		0	310	-50	126	62	-1	0
9461	boton_horas_15	buttonCOMP			/project2/elec_horas_container/boton_horas_15	project2/elec_horas_container/boton_horas_15	/project2/elec_horas_container	boton_horas_15	3		1	1505	-667	160	134	-1	5
9463	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_15/par1	project2/elec_horas_container/boton_horas_15/par1			4		0	130	220	130	90	-1	0
9464	text	textCOMP			/project2/elec_horas_container/boton_horas_15/text	project2/elec_horas_container/boton_horas_15/text	/project2/elec_horas_container/boton_horas_15	text	4		1	130	74	113	96	-1	0
9465	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_15/parexec1	project2/elec_horas_container/boton_horas_15/parexec1			4		0	130	-50	128	66	-1	0
9466	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_15/panelexec1	project2/elec_horas_container/boton_horas_15/panelexec1			4		0	310	-50	126	62	-1	0
9467	boton_horas_16	buttonCOMP			/project2/elec_horas_container/boton_horas_16	project2/elec_horas_container/boton_horas_16	/project2/elec_horas_container	boton_horas_16	3		1	505	-892	160	134	-1	5
9469	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_16/par1	project2/elec_horas_container/boton_horas_16/par1			4		0	130	220	130	90	-1	0
9470	text	textCOMP			/project2/elec_horas_container/boton_horas_16/text	project2/elec_horas_container/boton_horas_16/text	/project2/elec_horas_container/boton_horas_16	text	4		1	130	74	113	96	-1	0
9471	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_16/parexec1	project2/elec_horas_container/boton_horas_16/parexec1			4		0	130	-50	128	66	-1	0
9472	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_16/panelexec1	project2/elec_horas_container/boton_horas_16/panelexec1			4		0	310	-50	126	62	-1	0
9473	boton_horas_17	buttonCOMP			/project2/elec_horas_container/boton_horas_17	project2/elec_horas_container/boton_horas_17	/project2/elec_horas_container	boton_horas_17	3		1	755	-892	160	134	-1	5
9475	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_17/par1	project2/elec_horas_container/boton_horas_17/par1			4		0	130	220	130	90	-1	0
9476	text	textCOMP			/project2/elec_horas_container/boton_horas_17/text	project2/elec_horas_container/boton_horas_17/text	/project2/elec_horas_container/boton_horas_17	text	4		1	130	74	113	96	-1	0
9477	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_17/parexec1	project2/elec_horas_container/boton_horas_17/parexec1			4		0	130	-50	128	66	-1	0
9478	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_17/panelexec1	project2/elec_horas_container/boton_horas_17/panelexec1			4		0	310	-50	126	62	-1	0
9479	boton_horas_18	buttonCOMP			/project2/elec_horas_container/boton_horas_18	project2/elec_horas_container/boton_horas_18	/project2/elec_horas_container	boton_horas_18	3		1	1005	-892	160	134	-1	5
9481	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_18/par1	project2/elec_horas_container/boton_horas_18/par1			4		0	130	220	130	90	-1	0
9482	text	textCOMP			/project2/elec_horas_container/boton_horas_18/text	project2/elec_horas_container/boton_horas_18/text	/project2/elec_horas_container/boton_horas_18	text	4		1	130	74	113	96	-1	0
9483	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_18/parexec1	project2/elec_horas_container/boton_horas_18/parexec1			4		0	130	-50	128	66	-1	0
9484	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_18/panelexec1	project2/elec_horas_container/boton_horas_18/panelexec1			4		0	310	-50	126	62	-1	0
9485	boton_horas_19	buttonCOMP			/project2/elec_horas_container/boton_horas_19	project2/elec_horas_container/boton_horas_19	/project2/elec_horas_container	boton_horas_19	3		1	1255	-892	160	134	-1	5
9487	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_19/par1	project2/elec_horas_container/boton_horas_19/par1			4		0	130	220	130	90	-1	0
9488	text	textCOMP			/project2/elec_horas_container/boton_horas_19/text	project2/elec_horas_container/boton_horas_19/text	/project2/elec_horas_container/boton_horas_19	text	4		1	130	74	113	96	-1	0
9489	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_19/parexec1	project2/elec_horas_container/boton_horas_19/parexec1			4		0	130	-50	128	66	-1	0
9490	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_19/panelexec1	project2/elec_horas_container/boton_horas_19/panelexec1			4		0	310	-50	126	62	-1	0
9491	boton_horas_20	buttonCOMP			/project2/elec_horas_container/boton_horas_20	project2/elec_horas_container/boton_horas_20	/project2/elec_horas_container	boton_horas_20	3		1	1505	-892	160	134	-1	5
9493	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_20/par1	project2/elec_horas_container/boton_horas_20/par1			4		0	130	220	130	90	-1	0
9494	text	textCOMP			/project2/elec_horas_container/boton_horas_20/text	project2/elec_horas_container/boton_horas_20/text	/project2/elec_horas_container/boton_horas_20	text	4		1	130	74	113	96	-1	0
9495	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_20/parexec1	project2/elec_horas_container/boton_horas_20/parexec1			4		0	130	-50	128	66	-1	0
9496	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_20/panelexec1	project2/elec_horas_container/boton_horas_20/panelexec1			4		0	310	-50	126	62	-1	0
9497	boton_horas_21	buttonCOMP			/project2/elec_horas_container/boton_horas_21	project2/elec_horas_container/boton_horas_21	/project2/elec_horas_container	boton_horas_21	3		1	505	-1117	160	134	-1	5
9499	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_21/par1	project2/elec_horas_container/boton_horas_21/par1			4		0	130	220	130	90	-1	0
9500	text	textCOMP			/project2/elec_horas_container/boton_horas_21/text	project2/elec_horas_container/boton_horas_21/text	/project2/elec_horas_container/boton_horas_21	text	4		1	130	74	113	96	-1	0
9501	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_21/parexec1	project2/elec_horas_container/boton_horas_21/parexec1			4		0	130	-50	128	66	-1	0
9502	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_21/panelexec1	project2/elec_horas_container/boton_horas_21/panelexec1			4		0	310	-50	126	62	-1	0
9503	boton_horas_22	buttonCOMP			/project2/elec_horas_container/boton_horas_22	project2/elec_horas_container/boton_horas_22	/project2/elec_horas_container	boton_horas_22	3		1	755	-1117	160	134	-1	5
9505	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_22/par1	project2/elec_horas_container/boton_horas_22/par1			4		0	130	220	130	90	-1	0
9506	text	textCOMP			/project2/elec_horas_container/boton_horas_22/text	project2/elec_horas_container/boton_horas_22/text	/project2/elec_horas_container/boton_horas_22	text	4		1	130	74	113	96	-1	0
9507	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_22/parexec1	project2/elec_horas_container/boton_horas_22/parexec1			4		0	130	-50	128	66	-1	0
9508	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_22/panelexec1	project2/elec_horas_container/boton_horas_22/panelexec1			4		0	310	-50	126	62	-1	0
9509	boton_horas_23	buttonCOMP			/project2/elec_horas_container/boton_horas_23	project2/elec_horas_container/boton_horas_23	/project2/elec_horas_container	boton_horas_23	3		1	1005	-1117	160	134	-1	5
9511	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_23/par1	project2/elec_horas_container/boton_horas_23/par1			4		0	130	220	130	90	-1	0
9512	text	textCOMP			/project2/elec_horas_container/boton_horas_23/text	project2/elec_horas_container/boton_horas_23/text	/project2/elec_horas_container/boton_horas_23	text	4		1	130	74	113	96	-1	0
9513	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_23/parexec1	project2/elec_horas_container/boton_horas_23/parexec1			4		0	130	-50	128	66	-1	0
9514	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_23/panelexec1	project2/elec_horas_container/boton_horas_23/panelexec1			4		0	310	-50	126	62	-1	0
9515	boton_horas_24	buttonCOMP			/project2/elec_horas_container/boton_horas_24	project2/elec_horas_container/boton_horas_24	/project2/elec_horas_container	boton_horas_24	3		1	1255	-1117	160	134	-1	5
9517	par1	parameterCHOP			/project2/elec_horas_container/boton_horas_24/par1	project2/elec_horas_container/boton_horas_24/par1			4		0	130	220	130	90	-1	0
9518	text	textCOMP			/project2/elec_horas_container/boton_horas_24/text	project2/elec_horas_container/boton_horas_24/text	/project2/elec_horas_container/boton_horas_24	text	4		1	130	74	113	96	-1	0
9519	parexec1	parameterexecuteDAT			/project2/elec_horas_container/boton_horas_24/parexec1	project2/elec_horas_container/boton_horas_24/parexec1			4		0	130	-50	128	66	-1	0
9520	panelexec1	panelexecuteDAT			/project2/elec_horas_container/boton_horas_24/panelexec1	project2/elec_horas_container/boton_horas_24/panelexec1			4		0	310	-50	126	62	-1	0
9521	replicator1_callbacks	textDAT			/project2/elec_horas_container/replicator1_callbacks	project2/elec_horas_container/replicator1_callbacks			3		0	505	-45	160	130	9376	0
9522	elec_tags_container3	containerCOMP			/project2/elec_tags_container3	project2/elec_tags_container3	/project2	elec_tags_container3	2		1	-70	-796	160	109	-1	182
9523	replicator1	replicatorCOMP			/project2/elec_tags_container3/replicator1	project2/elec_tags_container3/replicator1	/project2/elec_tags_container3		3		1	505	115	160	130	-1	0
9524	boton_tags_1	buttonCOMP			/project2/elec_tags_container3/boton_tags_1	project2/elec_tags_container3/boton_tags_1	/project2/elec_tags_container3	boton_tags_1	3		1	505	-217	160	134	-1	5
9526	par1	parameterCHOP			/project2/elec_tags_container3/boton_tags_1/par1	project2/elec_tags_container3/boton_tags_1/par1			4		0	130	220	130	90	-1	0
9527	text	textCOMP			/project2/elec_tags_container3/boton_tags_1/text	project2/elec_tags_container3/boton_tags_1/text	/project2/elec_tags_container3/boton_tags_1	text	4		1	130	74	113	96	-1	0
9528	parexec1	parameterexecuteDAT			/project2/elec_tags_container3/boton_tags_1/parexec1	project2/elec_tags_container3/boton_tags_1/parexec1			4		0	130	-50	128	66	-1	0
9529	panelexec1	panelexecuteDAT			/project2/elec_tags_container3/boton_tags_1/panelexec1	project2/elec_tags_container3/boton_tags_1/panelexec1			4		0	310	-50	126	62	-1	0
